reviewer_initials,study_ID,ES_ID,full_citation,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation.x,outcome_long,control_CV,treatment_CV,short_citation.y,country_standardised
RP,S005,S005.9,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 150 days,3,150,daily,FW,growth performance,Basal,Not applicable,18.5,50.23,3.825,7.65,4,Tank,Abfeed 150 days (Reference),42.75,3.825,7.65,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,0.17894736842105263,0.15229942265578342,Mwangudza (2024),South Africa
RP,S005,S005.10,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 30 days,3,30,daily,FSL,growth performance,Basal,Not applicable,18.5,59.31,0.485,0.97,4,Tank,Abfeed (Reference) 30 days,59.48,0.537,1.074,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,0.018056489576328178,0.0163547462485247,Mwangudza (2024),South Africa
RP,S005,S005.11,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 120 days,3,120,daily,FSL,growth performance,Basal,Not applicable,18.5,65.17,0.805,1.61,4,Tank,Abfeed (Reference) 120 days,63.18,0.86,1.72,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,0.02722380500158278,0.024704618689581095,Mwangudza (2024),South Africa
RP,S005,S005.12,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 150 days,3,150,daily,FSL,growth performance,Basal,Not applicable,18.5,66.4,0.805,1.61,4,Tank,Abfeed 150 days (Reference),65.65,0.805,1.61,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,0.024523990860624522,0.024246987951807228,Mwangudza (2024),South Africa
RP,S005,S005.13,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 30 days,3,30,daily,FW,growth performance,Basal,Not applicable,18.5,21.72,1.565,3.13,4,Tank,Abfeed (Reference) 30 days,19.47,1.91,3.82,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,0.19619928094504366,0.14410681399631675,Mwangudza (2024),South Africa
RP,S005,S005.14,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 120 days,3,120,daily,FW,growth performance,Basal,Not applicable,18.5,43.62,3.3,6.6,4,Tank,Abfeed (Reference) 120 days,35.98,3.65,7.3,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,0.2028904947192885,0.15130674002751032,Mwangudza (2024),South Africa
RP,S005,S005.15,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 150 days,3,150,daily,FW,growth performance,Basal,Not applicable,18.5,58.88,4.17,8.34,4,Tank,Abfeed 150 days (Reference),42.75,3.825,7.65,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,0.17894736842105263,0.14164402173913043,Mwangudza (2024),South Africa
RP,S005,S005.16,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 30 days,3,30,daily,FSL,growth performance,Basal,Not applicable,18.5,64.85,0.375,0.75,4,Tank,Abfeed (Reference) 30 days,59.48,0.537,1.074,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,0.018056489576328178,0.011565150346954512,Mwangudza (2024),South Africa
RP,S005,S005.17,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 120 days,3,120,daily,FSL,growth performance,Basal,Not applicable,18.5,67.37,0.51,1.02,4,Tank,Abfeed (Reference) 120 days,63.18,0.86,1.72,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,0.02722380500158278,0.01514027014991836,Mwangudza (2024),South Africa
RP,S005,S005.18,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 150 days,3,150,daily,FSL,growth performance,Basal,Not applicable,18.5,59.53,0.215,0.43,4,Tank,Abfeed 150 days (Reference),65.65,0.805,1.61,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,0.024523990860624522,0.007223248782126658,Mwangudza (2024),South Africa
RP,S006,S006.1,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,FCR,nutrient utilisation,Basal,Not applicable,17.55,1.54,0.09,0.2,5,Tank,Abfeed®-S34 Control,1.08,0.04,0.09,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Feed conversion ratio,0.08333333333333333,0.12987012987012989,Falade (2023),South Africa
RP,S006,S006.2,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,PER,nutrient utilisation,Basal,Not applicable,17.55,1.94,0.11,0.25,5,Tank,Abfeed®-S34 Control,2.74,0.11,0.25,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Protein efficiency ratio,0.09124087591240876,0.1288659793814433,Falade (2023),South Africa
RP,S006,S006.3,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,SG,growth performance,Basal,Not applicable,17.55,1.95,0.85,1.9,5,Tank,Abfeed®-S34 Control,2.02,0.1,0.22,5,Tank,mm/month,Figure 5.3,No,NA,Falade (2023),Shell gain,0.10891089108910891,0.9743589743589743,Falade (2023),South Africa
RP,S006,S006.4,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,FCR,nutrient utilisation,Basal,Not applicable,17.55,1.81,0.2,0.45,5,Tank,Abfeed®-S34 Control,1.08,0.04,0.09,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Feed conversion ratio,0.08333333333333333,0.24861878453038674,Falade (2023),South Africa
RP,S006,S006.5,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,PER,nutrient utilisation,Basal,Not applicable,17.55,1.68,0.14,0.31,5,Tank,Abfeed®-S34 Control,2.74,0.11,0.25,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Protein efficiency ratio,0.09124087591240876,0.18452380952380953,Falade (2023),South Africa
RP,S006,S006.6,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,SG,growth performance,Basal,Not applicable,17.55,1.81,0.05,0.11,5,Tank,Abfeed®-S34 Control,2.02,0.1,0.22,5,Tank,mm/month,Figure 5.3,No,NA,Falade (2023),Shell gain,0.10891089108910891,0.06077348066298342,Falade (2023),South Africa
RP,S006,S006.7,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,6.1,0.15588457268119899,0.27,3,Tank,IMTA-U0,6.12,0.12124355652982141,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,0.034313725490196074,0.04426229508196722,Falade (2023),South Africa
RP,S006,S006.8,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,6.12,0.12124355652982141,0.21,3,Tank,IMTA-U0,6.12,0.12124355652982141,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,0.034313725490196074,0.034313725490196074,Falade (2023),South Africa
RP,S006,S006.9,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,6.82,0.05773502691896258,0.1,3,Tank,IMTA-U0,6.12,0.12124355652982141,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,0.034313725490196074,0.01466275659824047,Falade (2023),South Africa
RP,S006,S006.10,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,7.79,0.16743157806499148,0.29,3,Tank,IMTA-U0,6.12,0.12124355652982141,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,0.034313725490196074,0.03722721437740693,Falade (2023),South Africa
RP,S006,S006.11,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,9.92,0.16743157806499148,0.29,3,Tank,IMTA-U0,6.12,0.12124355652982141,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,0.034313725490196074,0.029233870967741934,Falade (2023),South Africa
RP,S006,S006.12,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,2.41,0.20784609690826528,0.36,3,Tank,IMTA-U0,2.14,0.17320508075688773,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,0.14018691588785046,0.14937759336099585,Falade (2023),South Africa
RP,S006,S006.13,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,2.52,0.1270170592217177,0.22,3,Tank,IMTA-U0,2.14,0.17320508075688773,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,0.14018691588785046,0.0873015873015873,Falade (2023),South Africa
RP,S006,S006.14,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,2.07,0.1096965511460289,0.19,3,Tank,IMTA-U0,2.14,0.17320508075688773,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,0.14018691588785046,0.09178743961352658,Falade (2023),South Africa
RP,S006,S006.15,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,1.76,0.1501110699893027,0.26,3,Tank,IMTA-U0,2.14,0.17320508075688773,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,0.14018691588785046,0.14772727272727273,Falade (2023),South Africa
RP,S006,S006.16,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,1.43,0.09814954576223639,0.17,3,Tank,IMTA-U0,2.14,0.17320508075688773,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,0.14018691588785046,0.1188811188811189,Falade (2023),South Africa
RP,S006,S006.17,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,1.67,0.14433756729740646,0.25,3,Tank,IMTA-U0,1.79,0.16743157806499148,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,0.16201117318435754,0.14970059880239522,Falade (2023),South Africa
RP,S006,S006.18,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,1.49,0.08082903768654762,0.14,3,Tank,IMTA-U0,1.79,0.16743157806499148,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,0.16201117318435754,0.09395973154362416,Falade (2023),South Africa
RP,S006,S006.19,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,1.9,0.12124355652982141,0.21,3,Tank,IMTA-U0,1.79,0.16743157806499148,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,0.16201117318435754,0.11052631578947368,Falade (2023),South Africa
RP,S006,S006.20,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,2.45,0.22516660498395408,0.39,3,Tank,IMTA-U0,1.79,0.16743157806499148,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,0.16201117318435754,0.15918367346938775,Falade (2023),South Africa
RP,S006,S006.21,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,3.36,0.24248711305964282,0.42,3,Tank,IMTA-U0,1.79,0.16743157806499148,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,0.16201117318435754,0.125,Falade (2023),South Africa
RP,S006,S006.22,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FSL,growth performance,Basal,Not applicable,18.75,70.69,0.7967433714816835,1.38,3,Tank,IMTA-U0,70.56,0.2540341184434354,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,0.006235827664399092,0.019521855990946385,Falade (2023),South Africa
RP,S006,S006.23,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FSL,growth performance,Basal,Not applicable,18.75,73.2,0.14433756729740646,0.25,3,Tank,IMTA-U0,70.56,0.2540341184434354,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,0.006235827664399092,0.0034153005464480873,Falade (2023),South Africa
RP,S006,S006.24,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FSL,growth performance,Basal,Not applicable,18.75,73.68,0.4792007234273894,0.83,3,Tank,IMTA-U0,70.56,0.2540341184434354,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,0.006235827664399092,0.011264929424538543,Falade (2023),South Africa
RP,S006,S006.25,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FSL,growth performance,Basal,Not applicable,18.75,74.39,0.44455970727601185,0.77,3,Tank,IMTA-U0,70.56,0.2540341184434354,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,0.006235827664399092,0.010350853609356097,Falade (2023),South Africa
RP,S006,S006.26,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FSL,growth performance,Basal,Not applicable,18.75,72.52,0.20207259421636903,0.35,3,Tank,IMTA-U0,70.56,0.2540341184434354,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,0.006235827664399092,0.004826254826254826,Falade (2023),South Africa
RP,S006,S006.27,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.24,0.023094010767585032,0.04,3,Tank,IMTA-U0,1.24,0.017320508075688773,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,0.024193548387096774,0.03225806451612903,Falade (2023),South Africa
RP,S006,S006.28,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.26,0.023094010767585032,0.04,3,Tank,IMTA-U0,1.24,0.017320508075688773,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,0.024193548387096774,0.031746031746031744,Falade (2023),South Africa
RP,S006,S006.29,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.32,0.06350852961085884,0.11,3,Tank,IMTA-U0,1.24,0.017320508075688773,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,0.024193548387096774,0.08333333333333333,Falade (2023),South Africa
