reviewer_initials,study_ID,ES_ID,cohort_ID,full_citation,journal,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation,outcome_long,country_standardised,control_CV,treatment_CV
RP,S001,S001.13,S001.A,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,FCR,nutrient utilisation,Basal,Not applicable,22,0.75,0.01,0.02,4,Tank,0% Ulva sp. meal,0.73,0.01,0.02,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Feed conversion ratio,Australia,0.02739726,0.026666667
RP,S001,S001.23,S001.A,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,FCR,nutrient utilisation,Basal,Not applicable,22,0.88,0.02,0.04,4,Tank,0% Ulva sp. meal,0.73,0.01,0.02,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Feed conversion ratio,Australia,0.02739726,0.045454545
RP,S001,S001.3,S001.A,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,FCR,nutrient utilisation,Basal,Not applicable,22,0.77,0.03,0.06,4,Tank,0% Ulva sp. meal,0.73,0.01,0.02,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Feed conversion ratio,Australia,0.02739726,0.077922078
RP,S001,S001.16,S001.B,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,PER,nutrient utilisation,Basal,Not applicable,22,3.36,0.05,0.1,4,Tank,0% Ulva sp. meal,3.48,0.07,0.14,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Protein efficiency ratio,Australia,0.040229885,0.029761905
RP,S001,S001.26,S001.B,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,PER,nutrient utilisation,Basal,Not applicable,22,2.9,0.06,0.12,4,Tank,0% Ulva sp. meal,3.48,0.07,0.14,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Protein efficiency ratio,Australia,0.040229885,0.04137931
RP,S001,S001.6,S001.B,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,PER,nutrient utilisation,Basal,Not applicable,22,3.3,0.11,0.22,4,Tank,0% Ulva sp. meal,3.48,0.007,0.01,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Protein efficiency ratio,Australia,0.002873563,0.066666667
RP,S001,S001.1,S001.C,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,BG,growth performance,Basal,Not applicable,22,134.25,5.02,10.04,4,Tank,0% Ulva sp. meal,129.16,5.28,10.56,4,Tank,g/tank,Table 3,No,NA,Bansemer et al. (2016),Biomass gain,Australia,0.081759059,0.074785847
RP,S001,S001.11,S001.C,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,BG,growth performance,Basal,Not applicable,22,131,1.78,3.56,4,Tank,0% Ulva sp. meal,129.16,5.28,10.56,4,Tank,g/tank,Table 3,No,NA,Bansemer et al. (2016),Biomass gain,Australia,0.081759059,0.027175573
RP,S001,S001.21,S001.C,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,BG,growth performance,Basal,Not applicable,22,132.08,1.6,3.2,4,Tank,0% Ulva sp. meal,129.16,5.28,10.56,4,Tank,g/tank,Table 3,No,NA,Bansemer et al. (2016),Biomass gain,Australia,0.081759059,0.024227741
RP,S001,S001.14,S001.D,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,SG,growth performance,Basal,Not applicable,22,245.63,2.2,4.4,4,Tank,0% Ulva sp. meal,239.47,4.78,9.56,4,Tank,um/day,Table 3,No,NA,Bansemer et al. (2016),Shell gain,Australia,0.039921493,0.017913121
RP,S001,S001.24,S001.D,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,SG,growth performance,Basal,Not applicable,22,256,1.21,2.42,4,Tank,0% Ulva sp. meal,239.47,4.78,9.56,4,Tank,um/day,Table 3,No,NA,Bansemer et al. (2016),Shell gain,Australia,0.039921493,0.009453125
RP,S001,S001.4,S001.D,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,SG,growth performance,Basal,Not applicable,22,250.58,5.39,10.78,4,Tank,0% Ulva sp. meal,239.47,4.78,9.56,4,Tank,um/day,Table 3,No,NA,Bansemer et al. (2016),Shell gain,Australia,0.039921493,0.043020193
RP,S001,S001.18,S001.E,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,FSL,growth performance,Basal,Not applicable,22,45.25,0.1,0.2,4,Tank,0% Ulva sp. meal,44.51,0.07,0.14,4,Tank,mm,Table 3,No,NA,Bansemer et al. (2016),Final shell length,Australia,0.003145361,0.00441989
RP,S001,S001.28,S001.E,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,FSL,growth performance,Basal,Not applicable,22,45.82,0.15,0.3,4,Tank,0% Ulva sp. meal,44.51,0.48,0.96,4,Tank,mm,Table 3,No,NA,Bansemer et al. (2016),Final shell length,Australia,0.021568187,0.006547359
RP,S001,S001.8,S001.E,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,FSL,growth performance,Basal,Not applicable,22,45.33,0.48,0.96,4,Tank,0% Ulva sp. meal,44.51,0.48,0.96,4,Tank,mm,Table 3,No,NA,Bansemer et al. (2016),Final shell length,Australia,0.021568187,0.021178028
RP,S001,S001.15,S001.F,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,FI,feed behaviour,Basal,Not applicable,22,9.84,0.12,0.24,4,Tank,0% Ulva sp. meal,9.42,0.14,0.28,4,Tank,g/kg abalone/day,Table 3,No,NA,Bansemer et al. (2016),Feed intake,Australia,0.029723992,0.024390244
RP,S001,S001.25,S001.F,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,FI,feed behaviour,Basal,Not applicable,22,11.5,0.23,0.46,4,Tank,0% Ulva sp. meal,9.42,0.14,0.28,4,Tank,g/kg abalone/day,Table 3,No,NA,Bansemer et al. (2016),Feed intake,Australia,0.029723992,0.04
RP,S001,S001.5,S001.F,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,FI,feed behaviour,Basal,Not applicable,22,10.11,0.29,0.58,4,Tank,0% Ulva sp. meal,9.42,0.14,0.28,4,Tank,g/kg abalone/day,Table 3,No,NA,Bansemer et al. (2016),Feed intake,Australia,0.029723992,0.057368942
RP,S001,S001.17,S001.G,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,FW,growth performance,Basal,Not applicable,22,11.63,0.11,0.22,4,Tank,0% Ulva sp. meal,11.49,0.35,0.7,4,Tank,g,Table 3,No,NA,Bansemer et al. (2016),Final weight,Australia,0.060922541,0.018916595
RP,S001,S001.27,S001.G,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,FW,growth performance,Basal,Not applicable,22,11.73,0.08,0.16,4,Tank,0% Ulva sp. meal,11.49,0.35,0.7,4,Tank,g,Table 3,No,NA,Bansemer et al. (2016),Final weight,Australia,0.060922541,0.013640239
RP,S001,S001.7,S001.G,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,FW,growth performance,Basal,Not applicable,22,11.84,0.34,0.68,4,Tank,0% Ulva sp. meal,11.49,0.35,0.7,4,Tank,g,Table 3,No,NA,Bansemer et al. (2016),Final weight,Australia,0.060922541,0.057432432
RP,S001,S001.10,S001.H,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,ED,nutrient utilisation,Basal,Not applicable,22,0.536096144,1.52,0.034614252,4,Tank,0% Ulva sp. meal,0.527975633,0.4,0.009191504,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Energy deposition,Australia,0.031520883,0.116519739
RP,S001,S001.20,S001.H,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,ED,nutrient utilisation,Basal,Not applicable,22,0.509745269,0.94,0.022069839,4,Tank,0% Ulva sp. meal,0.527975633,0.4,0.009191504,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Energy deposition,Australia,0.031520883,0.078958421
RP,S001,S001.30,S001.H,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,ED,nutrient utilisation,Basal,Not applicable,22,0.492777838,1.05,0.025192568,4,Tank,0% Ulva sp. meal,0.527975633,0.4,0.009191504,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Energy deposition,Australia,0.031520883,0.09383378
RP,S001,S001.19,S001.I,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,PD,nutrient utilisation,Basal,Not applicable,22,0.655025892,1.44,0.029807546,4,Tank,0% Ulva sp. meal,0.694701609,0.82,0.016673558,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Protein deposition,Australia,0.040019522,0.077607114
RP,S001,S001.29,S001.I,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,PD,nutrient utilisation,Basal,Not applicable,22,0.630113907,1.03,0.02163502,4,Tank,0% Ulva sp. meal,0.694701609,0.82,0.016673558,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Protein deposition,Australia,0.040019522,0.059331797
RP,S001,S001.9,S001.I,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,PD,nutrient utilisation,Basal,Not applicable,22,0.687167479,2.77,0.056486607,4,Tank,0% Ulva sp. meal,0.694701609,0.82,0.016673558,4,Tank,arbitrary units,Table 3,No,NA,Bansemer et al. (2016),Protein deposition,Australia,0.040019522,0.137673956
RP,S001,S001.12,S001.J,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,10% Ulva sp. meal,10,92,daily,SGR,growth performance,Basal,Not applicable,22,1.51,0.01,0.02,4,Tank,0% Ulva sp. meal,1.49,0.003,0.01,4,Tank,%BW/day,Table 3,No,NA,Bansemer et al. (2016),Specific growth rate,Australia,0.006711409,0.013245033
RP,S001,S001.2,S001.J,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,5% Ulva sp. meal,5,92,daily,SGR,growth performance,Basal,Not applicable,22,1.53,0.03,0.06,4,Tank,0% Ulva sp. meal,1.49,0.003,0.01,4,Tank,%BW/day,Table 3,No,NA,Bansemer et al. (2016),Specific growth rate,Australia,0.006711409,0.039215686
RP,S001,S001.22,S001.J,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,20% Ulva sp. meal,20,92,daily,SGR,growth performance,Basal,Not applicable,22,1.52,0.01,0.02,4,Tank,0% Ulva sp. meal,1.49,0.003,0.01,4,Tank,%BW/day,Table 3,No,NA,Bansemer et al. (2016),Specific growth rate,Australia,0.006711409,0.013157895
RP,S002,S002.12,S002.A,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Challenge,Thermal challenge,26,1.43,0.13,0.23,3,Tank,Commercial diet,1.24,0.05,0.09,3,Tank,g/kg/abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.072580645,0.160839161
RP,S002,S002.16,S002.B,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Challenge,Thermal challenge,26,2.74,0.1,0.17,3,Tank,Commercial diet,2.25,0.16,0.28,3,Tank,g/kg/abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.124444444,0.062043796
RP,S002,S002.9,S002.C,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,WG,growth performance,Challenge,Thermal challenge,26,4.9,0.8,1.39,3,Tank,Commercial diet,3.3,0.9,1.56,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Weight gain,Australia,0.472727273,0.283673469
