reviewer_initials,study_ID,ES_ID,full_citation,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation,outcome_long,country_standardised,control_CV,treatment_CV
RP,S001,S001.38,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GSE + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Challenge,Thermal challenge,26,0.0274,0.1,0.0017000000000000001,3,Tank,Comm. + 5% GSE,0.0225,0.16,0.0028000000000000004,3,Tank,g/kg abalone/day,Table 4,No,NA,Bansemer et al. (2016),Feed intake,Australia,0.12444444444444447,0.06204379562043796
RP,S001,S001.39,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,WG,growth performance,Challenge,Thermal challenge,26,1.294,21.5,0.3724,3,Tank,Commercial diet,0.856,18.3,0.317,3,Tank,mg/day,Table 4,No,NA,Bansemer et al. (2016),Weight gain,Australia,0.3703271028037383,0.28778979907264296
RP,S001,S001.40,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",2016,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,WG,growth performance,Basal,Not applicable,22,2.096,10.3,0.1784,3,Tank,Commercial diet,2.206,23.8,0.4122,3,Tank,mg/day,Table 4,No,NA,Bansemer et al. (2016),Weight gain,Australia,0.18685403445149593,0.08511450381679389
RP,S002,S002.1,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,WG,growth performance,Basal,Not applicable,22,0.08,0.4,0.0069,3,Tank,Commercial diet,0.084,0.9,0.015600000000000001,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Weight gain,Australia,0.18571428571428572,0.08625
RP,S002,S002.2,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SG,growth performance,Basal,Not applicable,22,1.2690000000000001,0.5,0.0087,3,Tank,Commercial diet,1.203,13,0.22519999999999998,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.1871986699916874,0.0068557919621749395
RP,S002,S002.3,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Basal,Not applicable,22,0.0331,0.05,9e-4,3,Tank,Commercial diet,0.04,0.1,0.0017000000000000001,3,Tank,g/kg abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.0425,0.02719033232628399
RP,S002,S002.4,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,WG,growth performance,Challenge,Thermal challenge,26,0.049,0.8,0.0139,3,Tank,Commercial diet,0.033,0.9,0.015600000000000001,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Weight gain,Australia,0.4727272727272727,0.28367346938775506
RP,S002,S002.5,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SG,growth performance,Challenge,Thermal challenge,26,0.45399999999999996,4.5,0.0779,3,Tank,Commercial diet,0.135,1.2,0.0208,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.15407407407407406,0.17158590308370045
RP,S002,S002.6,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 5% GPSE + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Challenge,Thermal challenge,26,0.0143,0.13,0.0023,3,Tank,Commercial diet,0.0124,0.005,1e-4,3,Tank,g/kg abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.00806451612903226,0.16083916083916083
RP,S002,S002.7,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,BG,growth performance,Basal,Not applicable,22,0.076,0.1,0.0017000000000000001,3,Tank,Commercial diet + 5% GPSE,0.083,0.4,0.026000000000000002,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Biomass gain,Australia,0.3132530120481928,0.022368421052631583
RP,S002,S002.8,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SG,growth performance,Basal,Not applicable,22,1.135,4.8,0.08310000000000001,3,Tank,Commercial diet + 5% GPSE,1.121,3.7,0.0641,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.057181088314005354,0.07321585903083701
RP,S002,S002.9,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SGR,growth performance,Basal,Not applicable,22,2.004,3.5,0.060599999999999994,3,Tank,Commercial diet + 5% GPSE,2.191,10.6,0.18359999999999999,3,Tank,mg/day,Table 4,No,NA,Lange et al. (2014),Specific growth rate,Australia,0.08379735280693747,0.03023952095808383
RP,S002,S002.10,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Basal,Not applicable,22,0.046799999999999994,0.11,0.0019,3,Tank,Commercial diet + 5% GPSE,0.047599999999999996,0.05,9e-4,3,Tank,g/kg abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.018907563025210086,0.0405982905982906
RP,S002,S002.11,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,BG,growth performance,Challenge,Thermal challenge,26,0.043,0.4,0.0069,3,Tank,Commercial diet + 5% GPSE,0.040999999999999995,1.5,0.026000000000000002,3,Tank,g/abalone,Table 4,No,NA,Lange et al. (2014),Biomass gain,Australia,0.6341463414634148,0.16046511627906979
RP,S002,S002.12,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SG,growth performance,Challenge,Thermal challenge,26,0.562,4.8,0.08310000000000001,3,Tank,Commercial diet + 5% GPSE,0.35200000000000004,3.7,0.0641,3,Tank,um/day,Table 4,No,NA,Lange et al. (2014),Shell gain,Australia,0.18210227272727272,0.14786476868327403
RP,S002,S002.13,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,SGR,growth performance,Challenge,Thermal challenge,26,1.131,11.7,0.2026,3,Tank,Commercial diet + 5% GPSE,1.091,39.4,0.6823999999999999,3,Tank,mg/day,Table 4,No,NA,Lange et al. (2014),Specific growth rate,Australia,0.625481209899175,0.17913351016799292
RP,S002,S002.14,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",2014,Primary literature,Australia,No,No,No,No,No,Yes,Yes,Industry in-kind support,No COI statement,H. laevigata,2.89,Laboratory,Tank-based,Ulva sp.,meal,Comm. + 30% dried U. lactuca,30,38,daily,FI,feed behaviour,Challenge,Thermal challenge,26,0.0274,0.1,0.0017000000000000001,3,Tank,Commercial diet + 5% GPSE,0.0225,0.16,0.0028000000000000004,3,Tank,g/kg abalone/day,Table 4,No,NA,Lange et al. (2014),Feed intake,Australia,0.12444444444444447,0.06204379562043796
RP,S003,S003.1,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,BG,growth performance,Basal,Not applicable,13 - 22,3.255,14.7,0.294,4,Tank,Commercial diet,2.8989999999999996,22.8,0.456,4,Tank,kg/tank,Table 3,No,NA,Stone et al. (2022),Biomass gain,Australia,0.1572956191790273,0.09032258064516129
RP,S003,S003.2,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,SGR,growth performance,Basal,Not applicable,14 - 22,0.0053,0.01,2e-4,4,Tank,Commercial diet,0.004699999999999999,0.01,2e-4,4,Tank,%BW/day,Table 3,No,NA,Stone et al. (2022),Specific growth rate,Australia,0.04255319148936171,0.03773584905660377
RP,S003,S003.3,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,FCR,nutrient utilisation,Basal,Not applicable,15 - 22,0.0176,0.02,4e-4,4,Tank,Commercial diet,0.0203,1.07,0.021400000000000002,4,Tank,arbitrary units,Table 3,No,NA,Stone et al. (2022),Feed conversion ratio,Australia,1.0541871921182269,0.022727272727272728
RP,S003,S003.4,"Stone, D. A. J., Scanlon, J., Harris, J. O., Bansemer, M., Howarth, G. S., & Thomson, N. L. (2022). Does the dietary inclusion of Ulva meal improve the survival of abalone during summer on two Australian abalone farms? FRDC Report No. 2019/156. South Australian Research and Development Institute.",2022,Grey literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata and H. laevigata_x_H. rubra,41.55,Land-based farm,Raceway,Ulva sp.,meal,Ulva diet,10,166,daily,PER,nutrient utilisation,Basal,Not applicable,15 - 22,0.015300000000000001,0.01,2e-4,4,Tank,Commercial diet,0.013999999999999999,0.05,0.001,4,Tank,arbitrary units,Table 3,No,NA,Stone et al. (2022),Protein efficiency ratio,Australia,0.07142857142857144,0.013071895424836602
RP,S004,S004.1,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,12,0.7757999999999999,1.21,0.0242,4,Tank,P41,0.8581,4.52,0.0904,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.1053490269199394,0.031193606599639084
RP,S004,S004.2,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,17,1.5287,1.57,0.031400000000000004,4,Tank,P41,1.6215000000000002,2.73,0.0546,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.033672525439407956,0.020540328383593907
RP,S004,S004.3,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,22,1.4388999999999998,12.57,0.2514,4,Tank,P41,1.9746000000000001,16.67,0.33340000000000003,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.16884432290084067,0.17471679755368688
RP,S004,S004.4,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,ED,nutrient utilisation,Basal,Not applicable,12,0.4046536370236317,0.6,0.01222431898192819,4,Tank,P41,0.4046536370236317,1.2,0.02444863796385638,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Energy deposition,Australia,0.06041867841269046,0.03020933920634523
RP,S004,S004.5,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PD,nutrient utilisation,Basal,Not applicable,12,0.45610465154754753,0.8,0.016062016362518194,4,Tank,P41,0.45483896064314444,1.5,0.03012312503049603,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Protein deposition,Australia,0.06622811068757564,0.03521563813923037
RP,S004,S004.6,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,12,0.0667,0.07,0.0014000000000000002,4,Tank,P41,0.0704,0.19,0.0038,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.05397727272727272,0.020989505247376316
RP,S004,S004.7,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FSL,growth performance,Basal,Not applicable,12,0.355,0.3,0.006,4,Tank,P41,0.36200000000000004,0.3,0.006,4,Tank,mm,Table 12,No,NA,Francis et al. (2021),Final shell length,Australia,0.016574585635359115,0.016901408450704227
RP,S004,S004.8,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,ED,nutrient utilisation,Basal,Not applicable,17,0.5609341662138675,0.6,0.012090116393466608,4,Tank,P41,0.5675730408674908,0.6,0.012111111157708482,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Energy deposition,Australia,0.02133841864510971,0.021553538938573064
RP,S004,S004.9,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PD,nutrient utilisation,Basal,Not applicable,17,0.6652450834574046,0.9,0.01907164659805112,4,Tank,P41,0.6569913359935388,1.2,0.0252783591470191,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Protein deposition,Australia,0.038475939882512696,0.028668602102148825
RP,S004,S004.10,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,17,0.1249,0.05,0.001,4,Tank,P41,0.1355,0.18,0.0036,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.026568265682656824,0.00800640512409928
RP,S004,S004.11,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FSL,growth performance,Basal,Not applicable,17,0.429,0.1,0.002,4,Tank,P41,0.439,0.01,0.02,4,Tank,mm,Table 12,No,NA,Francis et al. (2021),Final shell length,Australia,0,0.004662004662004662
RP,S004,S004.12,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,ED,nutrient utilisation,Basal,Not applicable,22,0.42232034041035815,1.5,0.030368736370354015,4,Tank,P41,0.5362099999892564,3.1,0.062163226680543845,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Energy deposition,Australia,0.11593074855334543,0.07190924391859854
RP,S004,S004.13,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PD,nutrient utilisation,Basal,Not applicable,22,0.4869972644950191,1.8,0.03601217929925605,4,Tank,P41,0.6235885453355561,3.5,0.07224163462594703,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Protein deposition,Australia,0.11584823866043506,0.07394739544707314
RP,S004,S004.14,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,22,0.1233,0.85,0.017,4,Tank,P41,0.1697,1.24,0.0248,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.14614024749558044,0.137875101378751
RP,S004,S004.15,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FSL,growth performance,Basal,Not applicable,22,0.428,0.8,0.016,4,Tank,P41,0.47,1.2,0.024,4,Tank,mm,Table 12,No,NA,Francis et al. (2021),Final shell length,Australia,0.05106382978723405,0.03738317757009346
